Vehicle_ID,Time,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
511,335.9,3360,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336,3361,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.1,3362,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.2,3363,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.3,3364,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.4,3365,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.5,3366,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.6,3367,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.7,3368,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.8,3369,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,336.9,3370,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337,3371,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.1,3372,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.2,3373,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.3,3374,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.4,3375,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.5,3376,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.6,3377,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.7,3378,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.8,3379,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,337.9,3380,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338,3381,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.1,3382,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.2,3383,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.3,3384,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.4,3385,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.5,3386,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.6,3387,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.7,3388,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.8,3389,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,338.9,3390,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339,3391,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.1,3392,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.2,3393,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.3,3394,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.4,3395,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.5,3396,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.6,3397,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.7,3398,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.8,3399,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,339.9,3400,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340,3401,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.1,3402,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.2,3403,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.3,3404,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.4,3405,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.5,3406,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.6,3407,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.7,3408,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.8,3409,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,340.9,3410,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341,3411,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.1,3412,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.2,3413,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.3,3414,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.4,3415,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.5,3416,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.6,3417,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.7,3418,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.8,3419,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,341.9,3420,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342,3421,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.1,3422,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.2,3423,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.3,3424,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.4,3425,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.5,3426,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.6,3427,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.7,3428,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.8,3429,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,342.9,3430,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343,3431,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.1,3432,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.2,3433,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.3,3434,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.4,3435,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.5,3436,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.6,3437,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.7,3438,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.8,3439,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,343.9,3440,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344,3441,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.1,3442,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.2,3443,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.3,3444,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.4,3445,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.5,3446,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.6,3447,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.7,3448,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.8,3449,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,344.9,3450,909,1.12E+12,-8.3810856,348.7652664,6452364.302,1873843.042,4.572,2.31648,2,0,0.03048,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,345,3451,909,1.12E+12,-8.3810856,348.7655712,6452364.302,1873843.042,4.572,2.31648,2,0,0.057912,2,108,201,0,4,4,1,509,528,7.019544,9999.99,lankershim
511,345.1,3452,909,1.12E+12,-8.3810856,348.7677048,6452364.302,1873843.042,4.572,2.31648,2,0,-0.115824,2,108,201,0,4,4,1,509,528,7.022592,9999.99,lankershim
511,345.2,3453,909,1.12E+12,-8.3823048,348.770448,6452364.303,1873843.054,4.572,2.31648,2,0.04572,0.71628,2,108,201,0,4,4,1,509,528,7.022592,153.63,lankershim
511,345.3,3454,909,1.12E+12,-8.3823048,348.7674,6452364.303,1873843.054,4.572,2.31648,2,0.155448,1.459992,2,108,201,0,4,4,1,509,528,7.019544,45.16,lankershim
511,345.4,3455,909,1.12E+12,-8.375904,348.7485024,6452364.3,1873842.993,4.572,2.31648,2,0.310896,1.816608,2,108,201,0,4,4,1,509,528,7.001256,22.52,lankershim
511,345.5,3456,909,1.12E+12,-8.3612736,348.7085736,6452364.294,1873842.85,4.572,2.31648,2,0.469392,1.456944,2,108,201,0,4,4,1,509,528,6.961632,14.83,lankershim
511,345.6,3457,909,1.12E+12,-8.3402424,348.6531,6452364.285,1873842.646,4.572,2.31648,2,0.576072,0.707136,2,108,201,0,4,4,1,509,528,6.906768,11.99,lankershim
511,345.7,3458,909,1.12E+12,-8.317992,348.5915304,6452364.275,1873842.429,4.572,2.31648,2,0.621792,0.124968,2,108,201,0,4,4,1,509,528,6.845808,11.01,lankershim
511,345.8,3459,909,1.12E+12,-8.2969608,348.5308752,6452364.266,1873842.225,4.572,2.31648,2,0.627888,-0.067056,2,108,201,0,4,4,1,509,528,6.784848,10.8,lankershim
511,345.9,3460,909,1.12E+12,-8.2762344,348.4723536,6452364.257,1873842.021,4.572,2.31648,2,0.62484,0,2,108,201,0,4,4,1,509,528,6.726936,10.76,lankershim
511,346,3461,909,1.12E+12,-8.2548984,348.413832,6452364.249,1873841.817,4.572,2.31648,2,0.627888,0.067056,2,108,201,0,4,4,1,509,528,6.665976,10.62,lankershim
511,346.1,3462,909,1.12E+12,-8.2338672,348.3531768,6452364.24,1873841.613,4.572,2.31648,2,0.621792,-0.131064,2,108,201,0,4,4,1,509,528,6.608064,10.63,lankershim
511,346.2,3463,909,1.12E+12,-8.211312,348.2916072,6452364.231,1873841.396,4.572,2.31648,2,0.576072,-0.713232,2,108,201,0,4,4,1,509,528,6.544056,11.36,lankershim
511,346.3,3464,909,1.12E+12,-8.1908904,348.2361336,6452364.221,1873841.192,4.572,2.31648,2,0.469392,-1.46304,2,108,201,0,4,4,1,509,528,6.489192,13.83,lankershim
511,346.4,3465,909,1.12E+12,-8.1759552,348.1962048,6452364.215,1873841.049,4.572,2.31648,2,0.310896,-1.81356,2,108,201,0,4,4,1,509,528,6.449568,20.75,lankershim
511,346.5,3466,909,1.12E+12,-8.1698592,348.177612,6452364.212,1873840.988,4.572,2.31648,2,0.155448,-1.450848,2,108,201,0,4,4,1,509,528,6.43128,41.37,lankershim
511,346.6,3467,909,1.12E+12,-8.1698592,348.1742592,6452364.212,1873840.988,4.572,2.31648,2,0.048768,-0.704088,2,108,201,0,4,4,1,509,528,6.428232,131.8,lankershim
511,346.7,3468,909,1.12E+12,-8.1707736,348.1770024,6452364.213,1873841,4.572,2.31648,2,0,0.115824,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,346.8,3469,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,-0.051816,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,346.9,3470,909,1.12E+12,-8.1707736,348.1794408,6452364.213,1873841,4.572,2.31648,2,0,-0.03048,2,108,201,0,4,4,1,509,528,6.434328,9999.99,lankershim
511,347,3471,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.1,3472,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.2,3473,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.3,3474,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.4,3475,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.5,3476,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.6,3477,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.7,3478,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.8,3479,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,347.9,3480,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348,3481,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.1,3482,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.2,3483,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.3,3484,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.4,3485,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.5,3486,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.6,3487,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.7,3488,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.8,3489,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
511,348.9,3490,909,1.12E+12,-8.1707736,348.179136,6452364.213,1873841,4.572,2.31648,2,0,0,2,108,201,0,4,4,1,509,528,6.43128,9999.99,lankershim
